# axis 0: x
# datapoints
1.000000e+00
1.440000e+00
1.690000e+00
2.560000e+00
3.240000e+00
4.000000e+00

# axis 1: y
# datapoints	uncor. err.
5.175716e-03	1.000000e-08
7.971939e-03	1.000000e-08
1.020304e-02	1.000000e-08
1.108033e-02	1.000000e-08
1.876525e-02	1.000000e-08
2.227668e-02	1.000000e-08

