# axis 0: x
# datapoints
1.000000e+00
6.944444e-01
5.917160e-01
3.906250e-01
3.086420e-01
2.500000e-01

# axis 1: y
# datapoints	uncor. err.
1.932100e+02	1.000000e-08
1.254400e+02	1.000000e-08
9.801000e+01	1.000000e-08
9.025000e+01	1.000000e-08
5.329000e+01	1.000000e-08
4.489000e+01	1.000000e-08

