# axis 0: x
# datapoints
1.000000e+00
6.944444e-01
5.917160e-01
3.906250e-01
3.086420e-01
2.500000e-01

# axis 1: y
# datapoints	uncor. err.
8.464000e+01	1.000000e-08
5.929000e+01	1.000000e-08
4.761000e+01	1.000000e-08
3.364000e+01	1.000000e-08
2.916000e+01	1.000000e-08
2.116000e+01	1.000000e-08

