# axis 0: x
# datapoints
3.141593e+00
6.283185e+00
9.424778e+00
1.256637e+01
1.570796e+01
1.884956e+01
2.199115e+01
2.513000e+01

# axis 1: y
# datapoints	uncor. err.
5.000000e-01	1.000000e-08
9.000000e-01	1.000000e-08
1.200000e+00	1.000000e-08
1.600000e+00	1.000000e-08
2.000000e+00	1.000000e-08
2.300000e+00	1.000000e-08
2.700000e+00	1.000000e-08
3.000000e+00	1.000000e-08

