# axis 0: x
# datapoints
1.000000e+00
1.440000e+00
1.690000e+00
2.560000e+00
3.240000e+00
4.000000e+00

# axis 1: y
# datapoints	uncor. err.
1.181474e-02	1.000000e-08
1.686625e-02	1.000000e-08
2.100399e-02	1.000000e-08
2.972652e-02	1.000000e-08
3.429355e-02	1.000000e-08
4.725898e-02	1.000000e-08

